# area_cvx	area_msd	area_ratio	area_um	aspect	bright_avg	bright_sd	circ	deform	emodulus	frame	index	inert_ratio_cvx	inert_ratio_raw	pos_x	pos_y	size_x	size_y	time	volume
# Convex area [px]	Measured area [px]	Porosity (convex to measured area ratio)	Area [µm≤]	Aspect ratio of bounding box	Brightness average within contour [a.u.]	Brightness SD  within contour [a.u.]	Circularity	Deformation	Young's Modulus [kPa]	Video frame number	Event index	Inertia ratio of convex contour sqrt(m20/m02)	Inertia ratio of raw contour sqrt(m20/m02)	Position along channel axis [µm]	Position lateral in channel [µm]	Bounding box size x [µm]	Bounding box size y [µm]	Event time [s]	Volume [µm≥]
1.4415000000e+03	1.4020000000e+03	1.0281740427e+00	1.6663739014e+02	1.5882352591e+00	5.8123725357e+01	8.4841389179e+00	9.2545354366e-01	7.4546456337e-02	8.9745458239e-01	2.8547300000e+05	8.6400000000e+02	1.5706359868e+00	1.5622876297e+00	6.1632854462e+01	1.2979595184e+01	1.8360000610e+01	1.1560000420e+01	1.1812999725e+01	1.2663269049e+03
1.5610000000e+03	1.4995000000e+03	1.0410137177e+00	1.8045159912e+02	1.7647057772e+00	5.8120711563e+01	8.4618534413e+00	9.0430605412e-01	9.5693945885e-02	8.4724813089e-01	2.8561400000e+05	8.6500000000e+02	1.7729142299e+00	1.7658478163e+00	5.1982101440e+01	1.3046329498e+01	2.0399999619e+01	1.1560000420e+01	1.1883500099e+01	1.3132728003e+03
1.0715000000e+03	1.0320000000e+03	1.0382752419e+00	1.2386539459e+02	1.8214285374e+00	5.6209323583e+01	8.9689218086e+00	8.9672505856e-01	1.0327494144e-01	6.2308568541e-01	2.8562900000e+05	8.6600000000e+02	1.7885793378e+00	1.7936823307e+00	2.2177318573e+01	1.2940784454e+01	1.7340000153e+01	9.5200004578e+00	1.1890999794e+01	7.4724925480e+02
9.8450000000e+02	9.5300000000e+02	1.0330535173e+00	1.1380819702e+02	1.5172414780e+00	5.5030723489e+01	9.0750667241e+00	9.3992602825e-01	6.0073971748e-02	7.4363999197e-01	2.8567100000e+05	8.6700000000e+02	1.4956963818e+00	1.5024271563e+00	7.4658294678e+01	1.3675402641e+01	1.4960000038e+01	9.8599996567e+00	1.1911999702e+01	7.2026999341e+02
1.1975000000e+03	1.1240000000e+03	1.0653914213e+00	1.3843099976e+02	1.7419354916e+00	5.6546140940e+01	8.3580459090e+00	8.8275527954e-01	1.1724472046e-01	6.3991471817e-01	2.8568700000e+05	8.6800000000e+02	1.7106547961e+00	1.6394368197e+00	2.3491516113e+01	1.3472281456e+01	1.8360000610e+01	1.0539999962e+01	1.1920000076e+01	8.8595229629e+02
1.4440000000e+03	1.4075000000e+03	1.0259325504e+00	1.6692639160e+02	1.5142856836e+00	5.6645423729e+01	9.1670580687e+00	9.4431030750e-01	5.5689692497e-02	1.0409580830e+00	2.8570800000e+05	8.6900000000e+02	1.5191866783e+00	1.5389528908e+00	7.0748924255e+01	1.4004946709e+01	1.8020000458e+01	1.1900000572e+01	1.1930500031e+01	1.2802229121e+03
1.6245000000e+03	1.5815000000e+03	1.0271893740e+00	1.8779219055e+02	1.6571427584e+00	5.8314837153e+01	7.6803469450e+00	9.0703052282e-01	9.2969477177e-02	8.8758972591e-01	2.8574100000e+05	8.7000000000e+02	1.6627229479e+00	1.6444007619e+00	4.6478630066e+01	1.3595499992e+01	1.9719999313e+01	1.1900000572e+01	1.1946999550e+01	1.4838792493e+03
9.3400000000e+02	9.0700000000e+02	1.0297684669e+00	1.0797039795e+02	1.6296296120e+00	5.6360332295e+01	7.5195808563e+00	9.2900812626e-01	7.0991873741e-02	6.6409196729e-01	2.8579200000e+05	8.7100000000e+02	1.6482631708e+00	1.6452630787e+00	6.2994586945e+01	1.3196113586e+01	1.4960000038e+01	9.1800003052e+00	1.1972499847e+01	6.3967472396e+02
1.1275000000e+03	9.3750000000e+02	1.2026666403e+00	1.3033900452e+02	1.8571428061e+00	5.3523244313e+01	7.8567921411e+00	9.1891360283e-01	8.1086397171e-02	7.1424866606e-01	2.8582600000e+05	8.7200000000e+02	1.8252059779e+00	1.6005225789e+00	4.1332740784e+01	1.3151893616e+01	1.7680000305e+01	9.5200004578e+00	1.1989500046e+01	6.8739458410e+02
1.7150000000e+03	1.6435000000e+03	1.0435047150e+00	1.9825399780e+02	1.4250000715e+00	5.9723094823e+01	7.4178139253e+00	9.4031709433e-01	5.9682905674e-02	1.1773263609e+00	2.8586400000e+05	8.7300000000e+02	1.4043673995e+00	1.4002269084e+00	5.9387626648e+01	1.3320070267e+01	1.9380001068e+01	1.3600000381e+01	1.2008500099e+01	1.6812884805e+03
1.2715000000e+03	1.2225000000e+03	1.0400818586e+00	1.4698539734e+02	1.4848483801e+00	5.7396270396e+01	7.7415468649e+00	9.3995112181e-01	6.0048878193e-02	9.0029379769e-01	2.8586800000e+05	8.7400000000e+02	1.5176144601e+00	1.5244500633e+00	5.2476856232e+01	1.3562831879e+01	1.6659999847e+01	1.1220000267e+01	1.2010499954e+01	1.0424644634e+03
1.2265000000e+03	1.1965000000e+03	1.0250731707e+00	1.4178340149e+02	1.5000000000e+00	5.8036507937e+01	7.9497589379e+00	9.2896276712e-01	7.1037232876e-02	8.0773506403e-01	2.8595800000e+05	8.7500000000e+02	1.5184804429e+00	1.5312910226e+00	4.6679843903e+01	1.3074684143e+01	1.6319999695e+01	1.0880000114e+01	1.2055500031e+01	1.0101266938e+03
1.2490000000e+03	1.1775000000e+03	1.0607218742e+00	1.4438439941e+02	1.7096774578e+00	5.7450602410e+01	8.0195650338e+00	9.0301948786e-01	9.6980512142e-02	7.1159942991e-01	2.8596500000e+05	8.7600000000e+02	1.6769008639e+00	1.6977683445e+00	1.8372976303e+01	1.3064774513e+01	1.8020000458e+01	1.0539999962e+01	1.2059000015e+01	9.3827228874e+02
1.9050000000e+03	1.5880000000e+03	1.1996221542e+00	2.2021800232e+02	2.3714284897e+00	5.9227810651e+01	6.6867037943e+00	8.1244891882e-01	1.8755108118e-01	nan	2.8598800000e+05	8.7700000000e+02	2.2677577549e+00	2.0256744571e+00	2.6499921799e+01	1.4326582909e+01	2.8220001221e+01	1.1900000572e+01	1.2070500374e+01	1.3894807447e+03
1.0740000000e+03	9.9350000000e+02	1.0810266733e+00	1.2415439606e+02	1.8275862932e+00	5.5974456008e+01	9.0354243613e+00	8.8932526112e-01	1.1067473888e-01	6.0788373749e-01	2.8610300000e+05	8.7800000000e+02	1.7668428476e+00	1.6840890492e+00	2.3267259598e+01	1.2716707230e+01	1.8020000458e+01	9.8599996567e+00	1.2128000259e+01	7.3058411214e+02
8.4750000000e+02	8.2150000000e+02	1.0316494703e+00	9.7971000671e+01	1.3448276520e+00	5.5265750286e+01	8.2689849547e+00	9.5670253038e-01	4.3297469616e-02	7.9202737112e-01	2.8614200000e+05	8.7900000000e+02	1.3522579869e+00	1.3624516485e+00	4.5548633575e+01	1.2970013618e+01	1.3260000229e+01	9.8599996567e+00	1.2147500038e+01	6.0388068811e+02
1.3575000000e+03	1.3090000000e+03	1.0370512009e+00	1.5692700195e+02	1.5588234663e+00	5.7870733479e+01	8.2447576073e+00	9.2330926657e-01	7.6690733433e-02	8.4294106404e-01	2.8618200000e+05	8.8000000000e+02	1.5990258615e+00	1.6279347793e+00	6.8961563110e+01	1.3370619774e+01	1.8020000458e+01	1.1560000420e+01	1.2167499542e+01	1.1159184526e+03
8.9100000000e+02	8.6000000000e+02	1.0360465050e+00	1.0299959564e+02	1.4642857313e+00	5.3831325301e+01	9.4090460130e+00	9.4656115770e-01	5.3438842297e-02	7.3533527004e-01	2.8619300000e+05	8.8100000000e+02	1.4786810761e+00	1.5134619973e+00	7.7322967529e+01	1.4223714828e+01	1.3940000534e+01	9.5200004578e+00	1.2173000336e+01	6.1621190993e+02
1.1805000000e+03	1.1480000000e+03	1.0283100605e+00	1.3646578979e+02	1.7000000477e+00	5.6735755574e+01	7.7747735042e+00	9.2449420691e-01	7.5505793095e-02	7.6260635748e-01	2.8620600000e+05	8.8200000000e+02	1.7043598822e+00	1.7124795824e+00	7.1411956787e+01	1.3273440361e+01	1.7340000153e+01	1.0199999809e+01	1.2179499626e+01	8.9287860096e+02
1.8505000000e+03	1.7670000000e+03	1.0472552776e+00	2.1391780090e+02	1.7027027607e+00	6.0039480800e+01	7.6399549600e+00	8.9783161879e-01	1.0216838121e-01	9.4091477983e-01	2.8624900000e+05	8.8300000000e+02	1.6799929027e+00	1.6434668238e+00	2.1396022797e+01	1.3499282837e+01	2.1420000076e+01	1.2579999924e+01	1.2201000214e+01	1.7712738810e+03
1.0060000000e+03	9.8250000000e+02	1.0239186287e+00	1.1629359436e+02	1.6428570747e+00	5.7322115385e+01	7.7471515452e+00	9.2829161882e-01	7.1708381176e-02	6.9572321607e-01	2.8628100000e+05	8.8400000000e+02	1.6317283649e+00	1.6346389155e+00	5.4898452759e+01	1.2907664299e+01	1.5640000343e+01	9.5200004578e+00	1.2217000008e+01	7.2364943013e+02
1.7750000000e+03	1.7275000000e+03	1.0274963379e+00	2.0519000244e+02	1.6216216087e+00	5.9268144044e+01	8.7457221290e+00	9.1681069136e-01	8.3189308643e-02	1.0147460621e+00	2.8635700000e+05	8.8500000000e+02	1.6118312286e+00	1.6276767329e+00	2.1099187851e+01	1.3122978210e+01	2.0399999619e+01	1.2579999924e+01	1.2255000114e+01	1.7012366722e+03
7.0000000000e+02	6.8800000000e+02	1.0174418688e+00	8.0919998169e+01	1.0689655542e+00	4.8592896175e+01	7.9216348857e+00	9.9006271362e-01	9.9372863770e-03	2.1654818742e+00	2.8639400000e+05	8.8600000000e+02	1.0797928199e+00	1.0825452541e+00	3.2744834900e+01	1.3634080887e+01	1.0539999962e+01	9.8599996567e+00	1.2273500443e+01	5.1729780978e+02
1.8685000000e+03	1.8285000000e+03	1.0218758583e+00	2.1599859619e+02	1.5641025305e+00	5.9811320755e+01	8.2110549385e+00	9.1849529743e-01	8.1504702568e-02	1.0756639248e+00	2.8644500000e+05	8.8700000000e+02	1.5549696959e+00	1.5690192259e+00	6.3317214966e+01	1.3186820030e+01	2.0739999771e+01	1.3260000229e+01	1.2298999786e+01	1.8813591508e+03
1.8095000000e+03	1.7700000000e+03	1.0223163366e+00	2.0917819214e+02	1.5789473057e+00	5.8912337662e+01	7.5458841273e+00	9.2156785727e-01	7.8432142735e-02	1.0666737820e+00	2.8647500000e+05	8.8800000000e+02	1.5581814942e+00	1.5621546499e+00	3.4787696838e+01	1.3862524033e+01	2.0399999619e+01	1.2920000076e+01	1.2314000130e+01	1.8026633896e+03
1.8680000000e+03	1.7765000000e+03	1.0515058041e+00	2.1594079590e+02	1.5128204823e+00	6.0096878364e+01	7.9352384735e+00	9.2562103271e-01	7.4378967285e-02	1.1320567610e+00	2.8649300000e+05	8.8900000000e+02	1.5220862031e+00	1.5281650430e+00	2.9898401260e+01	1.3011219025e+01	2.0059999466e+01	1.3260000229e+01	1.2322999954e+01	1.8355560939e+03
1.4055000000e+03	1.3735000000e+03	1.0232981443e+00	1.6247579956e+02	1.5588234663e+00	5.8572815534e+01	7.4099707150e+00	9.2480713129e-01	7.5192868710e-02	8.7531439430e-01	2.8657300000e+05	8.9000000000e+02	1.5518705948e+00	1.5562538595e+00	5.4658477783e+01	1.3583147049e+01	1.8020000458e+01	1.1560000420e+01	1.2362999916e+01	1.2290177255e+03
1.3110000000e+03	1.2395000000e+03	1.0576845407e+00	1.5155158997e+02	1.5294117928e+00	5.7183346066e+01	7.6636710553e+00	8.8599556684e-01	1.1400443316e-01	6.8816095533e-01	2.8658900000e+05	8.9100000000e+02	1.5995406449e+00	1.6526887994e+00	4.7746185303e+01	1.3582321167e+01	1.7680000305e+01	1.1560000420e+01	1.2371000290e+01	1.0277392016e+03
1.1660000000e+03	1.1345000000e+03	1.0277655125e+00	1.3478959656e+02	1.5483870506e+00	5.7650501672e+01	6.9691094388e+00	9.3391925097e-01	6.6080749035e-02	8.0404689761e-01	2.8662000000e+05	8.9200000000e+02	1.5315880378e+00	1.5283175618e+00	5.9568283081e+01	1.4052701950e+01	1.6319999695e+01	1.0539999962e+01	1.2386500359e+01	9.3182805837e+02
1.0990000000e+03	1.0560000000e+03	1.0407197475e+00	1.2704439545e+02	1.6000000238e+00	5.6523255814e+01	8.4161068503e+00	9.2093008757e-01	7.9069912434e-02	7.0878870617e-01	2.8664000000e+05	8.9300000000e+02	1.6304028379e+00	1.6542339070e+00	1.7915328979e+01	1.3841826439e+01	1.6319999695e+01	1.0199999809e+01	1.2396499634e+01	8.0548716723e+02
1.5475000000e+03	1.4060000000e+03	1.1006400585e+00	1.7889099121e+02	1.7941175699e+00	5.8355704698e+01	7.8158107057e+00	8.8654619455e-01	1.1345380545e-01	7.7609487556e-01	2.8667100000e+05	8.9400000000e+02	1.7849175433e+00	1.6319517019e+00	6.6718544006e+01	1.3165854454e+01	2.0739999771e+01	1.1560000420e+01	1.2411999702e+01	1.2493438013e+03
1.7045000000e+03	1.5305000000e+03	1.1136883497e+00	1.9704019165e+02	1.7297297716e+00	5.8644320298e+01	7.3537550225e+00	8.9824545383e-01	1.0175454617e-01	8.8198598696e-01	2.8671900000e+05	8.9500000000e+02	1.6149494592e+00	1.5141086978e+00	5.9970821381e+01	1.3944853783e+01	2.1760000229e+01	1.2579999924e+01	1.2435999870e+01	1.4901349165e+03
1.3940000000e+03	1.3640000000e+03	1.0219941139e+00	1.6114639282e+02	1.5294117928e+00	5.7632240056e+01	8.7223270113e+00	9.1871869564e-01	8.1281304359e-02	8.3760989559e-01	2.8672000000e+05	8.9600000000e+02	1.5509598937e+00	1.5632144031e+00	5.5913131714e+01	1.3848496437e+01	1.7680000305e+01	1.1560000420e+01	1.2436499596e+01	1.2207163939e+03
9.8750000000e+02	9.6650000000e+02	1.0217279196e+00	1.1415499878e+02	1.3666667938e+00	5.6500000000e+01	8.2779207898e+00	9.5739328861e-01	4.2606711388e-02	8.8528067058e-01	2.8676000000e+05	8.9700000000e+02	1.3715702733e+00	1.3790043455e+00	3.3477748871e+01	1.2989549637e+01	1.3940000534e+01	1.0199999809e+01	1.2456500053e+01	7.6811274270e+02
1.7495000000e+03	1.6490000000e+03	1.0609459877e+00	2.0224220276e+02	1.7428570986e+00	5.9131791908e+01	8.2191778925e+00	9.1056853533e-01	8.9431464672e-02	9.6405276839e-01	2.8682600000e+05	8.9800000000e+02	1.7294917198e+00	1.6918601235e+00	3.8825462341e+01	1.3648164749e+01	2.0739999771e+01	1.1900000572e+01	1.2489500046e+01	1.5560241180e+03
3.4500000000e+03	2.6495000000e+03	1.3021324873e+00	3.9881997681e+02	2.8684210777e+00	5.9347780127e+01	7.6780197755e+00	8.1814604998e-01	1.8185395002e-01	nan	2.8686300000e+05	8.9900000000e+02	2.8484184916e+00	2.8725198296e+00	6.6309448242e+01	1.3222140312e+01	3.7060001373e+01	1.2920000076e+01	1.2508000374e+01	2.8116530856e+03
1.4305000000e+03	1.3600000000e+03	1.0518382788e+00	1.6536579895e+02	1.4857141972e+00	5.7224475524e+01	7.7157065925e+00	9.2149990797e-01	7.8500092030e-02	8.6962690372e-01	2.8689700000e+05	9.0000000000e+02	1.4793344158e+00	1.4936379337e+00	7.4118019104e+01	1.4068109512e+01	1.7680000305e+01	1.1900000572e+01	1.2524999619e+01	1.2446036144e+03
1.1635000000e+03	8.6000000000e+02	1.3529069424e+00	1.3450059509e+02	1.8928570747e+00	5.4151260504e+01	1.2340419109e+01	8.9166343212e-01	1.0833656788e-01	6.4695896444e-01	2.8693000000e+05	9.0100000000e+02	1.8902269255e+00	2.0664000429e+00	5.3502780914e+01	1.3328721046e+01	1.8020000458e+01	9.5200004578e+00	1.2541500092e+01	5.7066426140e+02
1.1675000000e+03	1.1320000000e+03	1.0313603878e+00	1.3496299744e+02	1.4687500000e+00	5.7180904523e+01	9.0329252856e+00	9.3485647440e-01	6.5143525600e-02	8.1027616299e-01	2.8694700000e+05	9.0200000000e+02	1.4958076127e+00	1.5160873886e+00	2.4587654114e+01	1.3439538002e+01	1.5980000496e+01	1.0880000114e+01	1.2550000191e+01	9.3264477806e+02
1.2545000000e+03	1.1900000000e+03	1.0542017221e+00	1.4502020264e+02	1.6250000000e+00	5.7632961783e+01	7.4103879673e+00	9.1460651159e-01	8.5393488407e-02	7.5496301413e-01	2.8701000000e+05	9.0300000000e+02	1.6280650672e+00	1.6179778764e+00	7.3598953247e+01	1.3842295647e+01	1.7680000305e+01	1.0880000114e+01	1.2581500053e+01	9.8118037464e+02
1.3010000000e+03	1.2335000000e+03	1.0547223091e+00	1.5039559937e+02	1.7419354916e+00	5.7476190476e+01	8.2589969517e+00	9.0575313568e-01	9.4246864319e-02	7.4223654043e-01	2.8705700000e+05	9.0400000000e+02	1.7171438062e+00	1.7352179923e+00	2.0895540237e+01	1.3063256264e+01	1.8360000610e+01	1.0539999962e+01	1.2604999542e+01	9.9506273025e+02
1.0535000000e+03	1.0090000000e+03	1.0441030264e+00	1.2178459930e+02	1.6206897497e+00	5.5779439252e+01	8.3426585144e+00	9.1936725378e-01	8.0632746220e-02	6.8203650807e-01	2.8707300000e+05	9.0500000000e+02	1.6660612759e+00	1.6729101405e+00	2.9638845444e+01	1.3196475029e+01	1.5980000496e+01	9.8599996567e+00	1.2612999916e+01	7.4631026312e+02
1.6480000000e+03	1.4790000000e+03	1.1142663956e+00	1.9050878906e+02	1.6486486197e+00	5.7257381258e+01	8.1910667907e+00	9.1004872322e-01	8.9951276779e-02	9.1344581933e-01	2.8708800000e+05	9.0600000000e+02	1.6631268354e+00	1.6438378103e+00	4.3363136292e+01	1.3055890083e+01	2.0739999771e+01	1.2579999924e+01	1.2620499611e+01	1.4161914227e+03
1.6410000000e+03	1.5275000000e+03	1.0743044615e+00	1.8969960022e+02	1.7999999523e+00	5.8939639079e+01	7.8432506386e+00	8.9295756817e-01	1.0704243183e-01	8.3406245251e-01	2.8710000000e+05	9.0700000000e+02	1.7467832231e+00	1.6672204738e+00	7.0759262085e+01	1.3515846252e+01	2.1420000076e+01	1.1900000572e+01	1.2626500130e+01	1.4000174575e+03
1.1755000000e+03	1.1430000000e+03	1.0284339190e+00	1.3588780212e+02	1.5000000000e+00	5.7301244813e+01	8.1339230292e+00	9.3714535236e-01	6.2854647636e-02	8.2827298190e-01	2.8713800000e+05	9.0800000000e+02	1.5052961354e+00	1.5146558126e+00	6.3129367828e+01	1.3981216431e+01	1.6319999695e+01	1.0880000114e+01	1.2645500183e+01	9.4691817780e+02
3.1100000000e+02	2.2700000000e+02	1.3700441122e+00	3.5951599121e+01	1.5882352591e+00	5.5003717472e+01	4.9424179785e+00	9.2242377996e-01	7.7576220036e-02	3.4074158756e-01	2.8715200000e+05	9.0900000000e+02	1.5799482849e+00	1.5504454720e+00	5.9225597382e+01	1.3106216431e+01	9.1800003052e+00	5.7800002098e+00	1.2652500153e+01	9.2408671229e+01
1.1300000000e+03	1.0965000000e+03	1.0305517912e+00	1.3062799072e+02	1.5483870506e+00	5.6687392055e+01	8.2490820091e+00	9.2263978720e-01	7.7360212803e-02	7.3057495862e-01	2.8719400000e+05	9.1000000000e+02	1.4786616057e+00	1.4607242813e+00	2.2710645676e+01	1.4028711319e+01	1.6319999695e+01	1.0539999962e+01	1.2673500061e+01	9.1144166321e+02
8.8450000000e+02	8.6550000000e+02	1.0219526291e+00	1.0224819946e+02	1.2666666508e+00	5.5526200873e+01	7.3522098970e+00	9.7396540642e-01	2.6034593582e-02	1.0837552564e+00	2.8724800000e+05	9.1100000000e+02	1.2584869348e+00	1.2568234445e+00	1.1759566307e+01	1.3897332191e+01	1.2920000076e+01	1.0199999809e+01	1.2700499535e+01	6.7905809546e+02
1.4465000000e+03	1.4045000000e+03	1.0299038887e+00	1.6721539307e+02	1.4166667461e+00	5.8675033921e+01	7.4674027592e+00	9.2864948511e-01	7.1350514889e-02	9.1959820151e-01	2.8725200000e+05	9.1200000000e+02	1.4293249474e+00	1.4334074962e+00	5.8506443024e+01	1.3543627739e+01	1.7340000153e+01	1.2239999771e+01	1.2702500343e+01	1.3276757194e+03
1.3020000000e+03	1.2575000000e+03	1.0353876352e+00	1.5051119995e+02	1.4848483801e+00	5.7544561934e+01	8.2447626352e+00	9.3347936869e-01	6.6520631313e-02	8.7295043409e-01	2.8730400000e+05	9.1300000000e+02	1.5360411269e+00	1.5474846425e+00	4.0697067261e+01	1.3294861794e+01	1.6659999847e+01	1.1220000267e+01	1.2728500366e+01	1.0839610036e+03
1.3760000000e+03	1.2940000000e+03	1.0633693933e+00	1.5906559753e+02	1.7500001192e+00	5.7465592972e+01	8.0318674802e+00	9.0188610554e-01	9.8113894463e-02	7.6002903434e-01	2.8731100000e+05	9.1400000000e+02	1.6811072837e+00	1.6996007686e+00	4.4445529938e+01	1.2892408371e+01	1.9040000916e+01	1.0880000114e+01	1.2732000351e+01	1.0849751463e+03
1.3940000000e+03	1.3510000000e+03	1.0318282843e+00	1.6114639282e+02	1.8387098312e+00	5.6956399437e+01	8.2954962433e+00	9.0533465147e-01	9.4665348530e-02	7.8010622919e-01	2.8732300000e+05	9.1500000000e+02	1.7622337217e+00	1.7432135578e+00	1.1380000114e+01	1.3745162964e+01	1.9380001068e+01	1.0539999962e+01	1.2737999916e+01	1.1420796692e+03
1.1500000000e+03	1.1225000000e+03	1.0244989395e+00	1.3294000244e+02	1.5161291361e+00	5.6382402707e+01	7.4718396302e+00	9.4979369640e-01	5.0206303596e-02	9.1024289618e-01	2.8734500000e+05	9.1600000000e+02	1.5040713087e+00	1.4997253468e+00	7.5247520447e+01	1.4045844078e+01	1.5980000496e+01	1.0539999962e+01	1.2748999596e+01	9.2350297334e+02
1.4025000000e+03	1.3605000000e+03	1.0308710337e+00	1.6212899780e+02	1.5588234663e+00	5.8195378151e+01	7.1442955587e+00	9.3493407965e-01	6.5065920353e-02	9.3823194056e-01	2.8738400000e+05	9.1700000000e+02	1.5581023840e+00	1.5723868709e+00	6.8493049622e+01	1.4071596146e+01	1.8020000458e+01	1.1560000420e+01	1.2768500328e+01	1.2043225393e+03
8.9300000000e+02	8.5100000000e+02	1.0493537188e+00	1.0323079681e+02	1.0937500000e+00	5.5640176600e+01	1.0899536089e+01	9.5108908415e-01	4.8910915852e-02	7.6976628237e-01	2.8741400000e+05	9.1800000000e+02	1.0439404710e+00	1.0236230310e+00	4.6938529968e+01	1.3573348045e+01	1.1900000572e+01	1.0880000114e+01	1.2783499718e+01	7.4896690014e+02
2.5100000000e+02	2.4600000000e+02	1.0203251839e+00	2.9015600204e+01	1.0555555820e+00	4.8963235294e+01	8.4795672131e+00	9.7957545519e-01	2.0424544811e-02	nan	2.8742100000e+05	9.1900000000e+02	1.0721363536e+00	1.0928272689e+00	4.7238777161e+01	1.2767835617e+01	6.4600000381e+00	6.1199998856e+00	1.2786999702e+01	1.1130259936e+02
9.7700000000e+02	9.4450000000e+02	1.0344097614e+00	1.1294120026e+02	1.6071428061e+00	5.6230538922e+01	7.6760602985e+00	9.2888414860e-01	7.1115851402e-02	6.8444683165e-01	2.8745900000e+05	9.2000000000e+02	1.6149298607e+00	1.5994310029e+00	4.7880664825e+01	1.3795752525e+01	1.5300000191e+01	9.5200004578e+00	1.2805999756e+01	6.9122481898e+02
1.3170000000e+03	1.2615000000e+03	1.0439952612e+00	1.5224519348e+02	1.7500001192e+00	5.8151993980e+01	7.7679522029e+00	9.1347867250e-01	8.6521327496e-02	7.7806606561e-01	2.8757600000e+05	9.2100000000e+02	1.7106352040e+00	1.7073256384e+00	4.2889480591e+01	1.3519797325e+01	1.9040000916e+01	1.0880000114e+01	1.2864500046e+01	1.0271035132e+03
9.1550000000e+02	8.9150000000e+02	1.0269209146e+00	1.0583179474e+02	1.1562500000e+00	5.6118895966e+01	9.0314785459e+00	9.8594671488e-01	1.4053285122e-02	1.6908028948e+00	2.8759200000e+05	9.2200000000e+02	1.1624147390e+00	1.1599441554e+00	1.6559232712e+01	1.3149452209e+01	1.2579999924e+01	1.0880000114e+01	1.2872500420e+01	7.3738365022e+02
1.3260000000e+03	1.2965000000e+03	1.0227535963e+00	1.5328559875e+02	1.5757576227e+00	5.7547723935e+01	8.3478609614e+00	9.3055337667e-01	6.9446623325e-02	8.6759633993e-01	2.8763500000e+05	9.2300000000e+02	1.5699451105e+00	1.5804930287e+00	3.1006879807e+01	1.3105684280e+01	1.7680000305e+01	1.1220000267e+01	1.2894000053e+01	1.1131824207e+03
1.3540000000e+03	1.3165000000e+03	1.0284845829e+00	1.5652239990e+02	1.3999999762e+00	5.6183791606e+01	8.8739083604e+00	9.5397025347e-01	4.6029746532e-02	1.0873471592e+00	2.8763700000e+05	9.2400000000e+02	1.4243363867e+00	1.4258232007e+00	2.8141529083e+01	1.3172991753e+01	1.6659999847e+01	1.1900000572e+01	1.2895000458e+01	1.1985890012e+03
4.6550000000e+02	3.5900000000e+02	1.2966573238e+00	5.3811798096e+01	1.6363636255e+00	5.3424317618e+01	1.0188111800e+01	8.8788974285e-01	1.1211025715e-01	3.6516722840e-01	2.8763800000e+05	9.2500000000e+02	1.6764927301e+00	1.7091659392e+00	3.5383617401e+01	1.2337142944e+01	1.2239999771e+01	7.4800000191e+00	1.2895500183e+01	1.6746194643e+02
1.0505000000e+03	9.7200000000e+02	1.0807613134e+00	1.2143779755e+02	1.7857141495e+00	5.6286956522e+01	7.1030900205e+00	8.9837896824e-01	1.0162103176e-01	6.1878752946e-01	2.8767800000e+05	9.2600000000e+02	1.6751109297e+00	1.6138346660e+00	2.0437274933e+01	1.3605934143e+01	1.7000000000e+01	9.5200004578e+00	1.2915499687e+01	7.2725449339e+02
1.3725000000e+03	1.3175000000e+03	1.0417457819e+00	1.5866099548e+02	1.6363636255e+00	5.7879596251e+01	8.4508371950e+00	9.1081190109e-01	8.9188098907e-02	7.9221533175e-01	2.8774700000e+05	9.2700000000e+02	1.6368869481e+00	1.6261685455e+00	2.7490785599e+01	1.3134198189e+01	1.8360000610e+01	1.1220000267e+01	1.2949999809e+01	1.1338012625e+03
9.6850000000e+02	7.3800000000e+02	1.3123306036e+00	1.1195859528e+02	1.2857142687e+00	5.0463750000e+01	1.0412549445e+01	9.3277323246e-01	6.7226767540e-02	6.9795429686e-01	2.8776500000e+05	9.2800000000e+02	1.3719638438e+00	1.6107886011e+00	6.4854400635e+01	1.3739370346e+01	1.5300000191e+01	1.1900000572e+01	1.2958999634e+01	5.2360031734e+02
1.1740000000e+03	1.0650000000e+03	1.1023473740e+00	1.3571440125e+02	1.8000000715e+00	5.7195767196e+01	8.7165100941e+00	8.7993651628e-01	1.2006348372e-01	6.2573639559e-01	2.8777300000e+05	9.2900000000e+02	1.7218197326e+00	1.5396387249e+00	6.6998725891e+01	1.3496562004e+01	1.8360000610e+01	1.0199999809e+01	1.2963000298e+01	8.4460268551e+02
1.3010000000e+03	1.2520000000e+03	1.0391373634e+00	1.5039559937e+02	1.6562500000e+00	5.7233510235e+01	8.7085780673e+00	9.1492205858e-01	8.5077941418e-02	7.7692019665e-01	2.8778600000e+05	9.3000000000e+02	1.7215009816e+00	1.7597482830e+00	5.3832286835e+01	1.4058560371e+01	1.8020000458e+01	1.0880000114e+01	1.2969499588e+01	1.0104425001e+03
1.2605000000e+03	1.2135000000e+03	1.0387309790e+00	1.4571379089e+02	1.6451612711e+00	5.6778298205e+01	8.2504245717e+00	9.1341531277e-01	8.6584687233e-02	7.5291063200e-01	2.8778800000e+05	9.3100000000e+02	1.6547731366e+00	1.6656320020e+00	3.8577388763e+01	1.3317678452e+01	1.7340000153e+01	1.0539999962e+01	1.2970499992e+01	9.8670704744e+02
